,website,date,city,STATE,category of place,Nazi Reference,target,location,place,"('latitude', 'longitude')"
112,https://www.wtsp.com/video/news/local/seen-on-tv/st-pete-church-vandalized-with-swastikas/67-2425456,2016-11-14,St. Petersburg,FL,religious institution,No,,"St. Petersburg, FL","St. Petersburg, Pinellas County, Florida, United States of America","(27.7703796, -82.6695085)"
113,https://www.mlive.com/news/jackson/2016/11/police_investigate_swastika_va.html,2016-11-15,Albion,MI,local business,No,,"Albion, MI","Albion, Calhoun County, Michigan, United States of America","(42.243097, -84.7530304)"
114,https://patch.com/connecticut/branford/discovery-swastika-branford-leads-swift-rebuke-residents-report,2016-11-15,Branford,CT,public space,No,,"Branford, CT","Branford, New Haven County, Connecticut, 06405, United States of America","(41.2795414, -72.8150989)"
115,http://nypost.com/2016/11/16/jewish-and-openly-gay-senator-finds-swastika-etched-outside-home/,2016-11-15,New York,NY,private property,No,,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
116,https://pilotonline.com/news/local/education/higher-education/swastika-in-trump-found-in-bathroom-at-college-of-william/article_a6d2ff3b-1757-5814-a6ad-68b40b00e97c.html,2016-11-15,Williamsburg,VA,college,No,,"Williamsburg, VA","Williamsburg, Virginia, 23185, United States of America","(37.2708788, -76.7074042)"
117,http://www.thedenverchannel.com/news/local-news/transgender-womans-car-vandalized-with-hate-speech-pro-trump-message-in-denvers-capitol-hill,2016-11-16,Denver,CO,private property,No,LGBTQ,"Denver, CO","Denver, Denver County, Colorado, United States of America","(39.7391536, -104.9847034)"
118,https://www.oregonlive.com/portland/2016/11/happy_valley_home_vandalized_w.html,2016-11-16,Happy Valley,OR,private property,No,,"Happy Valley, OR","Happy Valley, Douglas County, Oregon, United States of America","(43.1358923, -122.3804696)"
119,https://vtdigger.org/2016/11/17/swastika-found-middlebury-jewish-center/,2016-11-17,Middlebury,VT,religious institution,No,Jewish Community,"Middlebury, VT","Middlebury, Addison County, Vermont, 05753, United States of America","(44.0072736, -73.1633010541542)"
120,https://nyulocal.com/gramercy-residents-find-swastika-sticky-note-on-dorm-door-6da7b3c14eca?gi=186af08a5f34,2016-11-17,New York,NY,college,No,Jewish Community,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
121,http://www.clickorlando.com/news/student-put-swastika-on-classmate-deputies-say,2016-11-17,Palm Coast,FL,K-12,No,,"Palm Coast, FL","Palm Coast, Flagler County, Florida, United States of America","(29.5541432, -81.2207673)"
122,http://pix11.com/2016/11/18/swastika-found-in-port-washington-high-school-bathroom-officials/,2016-11-17,Port Washington,NY,K-12,No,,"Port Washington, NY","Port Washington, Nassau County, New York, United States of America","(40.8256561, -73.6981858)"
123,http://www.telegram.com/news/20161118/holy-cross-investigating-swastika-found-on-campus,2016-11-17,Worcester,MA,college,No,,"Worcester, MA","Worcester, Massachusetts, United States of America","(42.2625932, -71.8022934)"
124,https://www.bostonglobe.com/metro/2016/11/20/swastika-found-shuttered-billerica-school-building/jrBLxTVvCRzv3u4tw8WHFO/story.html,2016-11-18,Billerica,MA,abandoned structure,No,,"Billerica, MA","Billerica, Middlesex County, Massachusetts, United States of America","(42.5584264, -71.268947)"
125,http://www.npr.org/sections/thetwo-way/2016/11/19/502710608/swastikas-are-painted-at-adam-yauch-park-in-nyc-but-kids-win-the-day,2016-11-18,Brooklyn,NY,park,No,,"Brooklyn, NY","BK, Kings County, NYC, New York, 11226, United States of America","(40.6501038, -73.9495823)"
126,https://patch.com/connecticut/ridgefield/swastika-found-ridgefields-ballard-park-one-several-area,2016-11-19,Danbury,CT,park,No,,"Danbury, CT","Danbury, Fairfield County, Connecticut, United States of America","(41.394817, -73.4540111)"
127,https://patch.com/connecticut/ridgefield/swastika-found-ridgefields-ballard-park-one-several-area,2016-11-19,Ridgefield,CT,park,No,,"Ridgefield, CT","Ridgefield, Fairfield County, Connecticut, United States of America","(41.2814842, -73.4981792)"
128,http://www.thedenverchannel.com/news/front-range/denver/denver-elementary-school-defaced-with-swastika-over-the-weekend,2016-11-20,Denver,CO,K-12,No,,"Denver, CO","Denver, Denver County, Colorado, United States of America","(39.7391536, -104.9847034)"
129,https://thetab.com/us/florida/2016/11/20/uf-frat-swastika-4865,2016-11-20,Gainesville,FL,college,No,,"Gainesville, FL","Gainesville, Alachua County, Florida, United States of America","(29.6519396, -82.3249961)"
130,http://gothamist.com/2016/11/21/swastikas_pro-trump_graffiti_found.php,2016-11-20,New York,NY,public transportation,No,,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
131,https://www.algemeiner.com/2016/12/09/son-of-sopranos-co-star-arrested-for-vandalizing-suny-dorm-with-swastika-graffiti/,2016-11-20,Purchase,NY,college,No,,"Purchase, NY","Purchase, Town of Harrison, Westchester County, New York, 10577, United States of America","(41.0409305, -73.7145746)"
132,http://dailycaller.com/2016/11/21/vandals-paint-swastika-on-trump-supporters-door/,2016-11-20,Silver Spring,MD,private property,No,Trump Supporter,"Silver Spring, MD","Silver Spring, Montgomery County, Maryland, United States of America","(38.9959081, -77.0288918)"
133,https://swarthmorephoenix.com/2016/11/21/mccabe-swastika/,2016-11-20,Swarthmore,PA,college,No,,"Swarthmore, PA","Swarthmore, Delaware County, Pennsylvania, 19081, United States of America","(39.9020565, -75.3499124)"
134,http://chicagoist.com/2016/11/22/someone_drew_swastikas_on_evanston.php,2016-11-21,Evanston,IL,public facility,No,Muslim Community,"Evanston, IL","Evanston, Cook County, Illinois, United States of America","(42.0447388, -87.6930459)"
135,http://www.sentinelsource.com/news/local/swastika-found-in-keene-state-dorm-bathroom/article_88f41c8c-be74-5ece-aef0-423ad1d302b8.html,2016-11-21,Keene,NH,college,No,,"Keene, NH","Keene, Cheshire County, New Hampshire, United States of America","(42.933597, -72.2784264)"
136,https://www.fox9.com/news/minneapolis-police-investigating-swastikas-painted-on-buildings,2016-11-21,Minneapolis,MN,private property,No,Non-White,"Minneapolis, MN","Minneapolis, Hennepin County, Minnesota, United States of America","(44.9772995, -93.2654692)"
137,http://www.courant.com/breaking-news/hc-new-haven-swastika-trump-graffitti-1123-20161122-story.html,2016-11-21,New Haven,CT,K-12,No,,"New Haven, CT","New Haven, New Haven County, Connecticut, United States of America","(41.3082138, -72.9250518)"
138,https://www.ajc.com/news/local/gwinnett-principal-racist-graffiti-does-not-define-our-school/Q55OoqyPha4Z18AhMiNI1J/,2016-11-22,Atlanta,GA,K-12,No,Black American Community,"Atlanta, GA","Atlanta, Fulton County, Georgia, United States of America","(33.7490987, -84.3901849)"
139,http://www.njherald.com/20161122/parents-not-told-of-swastika-incident-at-sparta-school,2016-11-22,Sparta,NJ,K-12,No,,"Sparta, NJ","Sparta, Sussex County, New Jersey, 07871, United States of America","(41.0401567, -74.6310081)"
140,http://www.usatoday.com/story/news/nation-now/2016/12/14/arrest-made-swastika-vandalism-interracial-couples-home-ohio/95454240/,2016-11-24,Cincinatti,OH,private property,No,Black American Community,"Cincinatti, OH",,"(0, 0)"
141,http://boston.cbslocal.com/2016/11/26/harvard-high-school-students-repaint-rock-covered-in-hateful-graffiti,2016-11-24,Harvard,MA,K-12,No,Jewish Community,"Harvard, MA","Harvard University, Soldiers Field Road, Allston, Boston, Suffolk County, Massachusetts, 02163, United States of America","(42.36782045, -71.1266665287448)"
142,http://www.gazettenet.com/Williamsburg-police-investigating-swastika-6428750,2016-11-26,Williamsburg,MA,local business,No,,"Williamsburg, MA","Williamsburg, Hampshire, Massachusetts, United States of America","(42.3931434, -72.7300917)"
143,http://billingsgazette.com/news/local/we-want-everybody-to-feel-safe-graffiti-display-on-rims/article_0849a85e-3ec5-5356-9db3-32d2871e1e69.html,2016-11-28,Billings,MT,public space,No,,"Billings, MT","Billings, Yellowstone County, Montana, United States of America","(45.7874957, -108.49607)"
144,https://www.longislandpress.com/2016/12/05/make-america-white-again-graffiti-in-mineola-probed-as-hate-crime/,2016-11-28,Hauppauge,NY,public space,No,,"Hauppauge, NY","Hauppauge, Suffolk County, New York, United States of America","(40.8256537, -73.2026138)"
145,https://www.washingtonpost.com/local/education/swastika-drawn-on-restroom-wall-in-maryland-high-school/2016/11/30/9f973b4c-b675-11e6-959c-172c82123976_story.html?utm_term=.46d7f99d9c02,2016-11-29,Gaithersburg,MD,K-12,No,,"Gaithersburg, MD","Gaithersburg, Montgomery County, Maryland, United States of America","(39.1434406, -77.2013705)"
146,http://www.patriotledger.com/news/20161209/curry-college-responding-to-rash-of-hate-incidents-on-campus,2016-11-29,Milton,MA,college,No,,"Milton, MA","Milton, Norfolk County, Massachusetts, 02186, United States of America","(42.2495435, -71.0661612)"
147,http://www.huffingtonpost.com/entry/swastika-cupcakes-birthday-gift_us_583df40ee4b04fcaa4d562a6,2016-11-29,Phoenix,AZ,private property,No,Jewish Community,"Phoenix, AZ","Phoenix, Maricopa County, Arizona, United States of America","(33.4485866, -112.0773456)"
148,https://www.bostonglobe.com/metro/2016/12/02/swastika-and-word-trump-found-written-chalkboard-brookline-school/HvVLTMtv63Tvnv4FSlLAQP/story.html,2016-11-30,Brookline,MA,K-12,No,,"Brookline, MA","Brookline, Norfolk County, Massachusetts, United States of America","(42.3317642, -71.1211635)"
149,http://wxxinews.org/post/suny-geneseo-dealing-another-incident-racist-graffiti,2016-11-30,Geneseo,NY,college,No,,"Geneseo, NY","Geneseo, Geneseo Town, Livingston County, New York, United States of America","(42.795896, -77.816947)"
150,https://nypost.com/2016/12/06/long-island-cops-investigate-racist-sidewalk-graffiti/,2016-11-30,Mineola,NY,private property,No,Non-White,"Mineola, NY","Mineola, Nassau County, New York, 11501, United States of America","(40.7492678, -73.6406845)"
151,http://www.nydailynews.com/news/crime/red-spray-painted-swastikas-investigated-hate-crimes-article-1.2915531,2016-11-30,Mineola,NY,public space,No,Non-White,"Mineola, NY","Mineola, Nassau County, New York, 11501, United States of America","(40.7492678, -73.6406845)"
152,https://www.washingtonpost.com/local/public-safety/automobiles-were-spray-painted-with-swastikas-and-the-word-racist-in-md-police-say/2016/12/01/f19fc4a4-b7ce-11e6-a677-b608fbb3aaf6_story.html?postshare=4531480625103384&tid=ss_tw&utm_term=.8b31532e117d,2016-12-01,Burtonsville,MD,private property,No,Trump Supporter,"Burtonsville, MD","Burtonsville, Montgomery County, Maryland, 20866, United States of America","(39.1112193, -76.9324752)"
153,http://chicagoist.com/2016/12/08/those_trump_swastika_signs_around_t.php,2016-12-01,Chicago,IL,public space,No,,"Chicago, IL","Chicago, Cook County, Illinois, United States of America","(41.8755546, -87.6244212)"
154,http://www.nbclosangeles.com/news/local/Caught-on-Camera-Swastika-Tagging-Spree-in-Downtown-Los-Angeles-404214346.html,2016-12-01,Los Angeles,CA,local business,No,,"Los Angeles, CA","LA, Los Angeles County, California, United States of America","(34.054935, -118.244476)"
155,http://villagegreennj.com/schools-kids/swastika-found-south-orange-middle-school-restroom/,2016-12-01,South Orange,NJ,K-12,No,,"South Orange, NJ","South Orange, Essex County, New Jersey, United States of America","(40.7474966, -74.2635376)"
156,http://www.news-press.com/story/news/2017/02/28/sail-suspended-students-forming-swastika/98535378/,2016-12-01,Tallahassee,FL,K-12,No,,"Tallahassee, FL","Tallahassee, Leon County, Florida, United States of America","(30.4380832, -84.2809332)"
157,http://www.pennlive.com/news/2016/12/bucknell_president_utterly_dis.html,2016-12-02,Lewisburg,PA,college,No,,"Lewisburg, PA","Lewisburg, Union County, Pennsylvania, United States of America","(40.9645293, -76.8844101)"
158,http://www.post-gazette.com/local/south/2016/12/03/Mt-Lebanon-police-probing-racist-antisemitic-graffiti-at-schools-and-football-field/stories/201612030059,2016-12-02,Mt. Lebanon,PA,K-12,No,,"Mt. Lebanon, PA","Mount Lebanon, Allegheny County, Pennsylvania, United States of America","(40.3765, -80.0508)"
159,https://www.sentinelsource.com/news/local/more-swastika-graffiti-found-at-keene-state/article_1e522ff7-f0d5-570d-bc40-53e574d58808.html,2016-12-03,Keene,NH,college,No,,"Keene, NH","Keene, Cheshire County, New Hampshire, United States of America","(42.933597, -72.2784264)"
160,http://www.post-gazette.com/local/south/2016/12/03/Mt-Lebanon-police-probing-racist-antisemitic-graffiti-at-schools-and-football-field/stories/201612030059,2016-12-03,Mt. Lebanon,PA,K-12,No,,"Mt. Lebanon, PA","Mount Lebanon, Allegheny County, Pennsylvania, United States of America","(40.3765, -80.0508)"
161,https://brookline.wickedlocal.com/news/20161205/school-investigates-possible-swastika-copycat-incident-at-brookline-high,2016-12-05,Brookline,MA,K-12,No,,"Brookline, MA","Brookline, Norfolk County, Massachusetts, United States of America","(42.3317642, -71.1211635)"
162,https://www.ocregister.com/2017/01/09/swastikas-at-mission-viejo-park-unite-multifaith-community/,2016-12-05,Mission Viejo,CA,park,No,,"Mission Viejo, CA","Mission Viejo, Orange County, California, United States of America","(33.5965685, -117.659405)"
163,http://www.ketv.com/article/swastika-make-america-great-again-carving-anti-blacks-vandalism-found-at-uno/8484152,2016-12-05,Omaha,NE,college,No,Jewish Community,"Omaha, NE","Omaha, Douglas County, Nebraska, United States of America","(41.2587317, -95.9378732)"
164,https://patch.com/new-york/williamsburg/photos-white-power-trump-graffiti-spotted-brooklyn-nature-walk,2016-12-08,Brooklyn,NY,park,No,Immigrant,"Brooklyn, NY","BK, Kings County, NYC, New York, 11226, United States of America","(40.6501038, -73.9495823)"
165,http://www.necn.com/news/new-england/Swastika-Found-at-Cambridge-Rindge-and-Latin-School-405525405.html,2016-12-08,Cambridge,MA,K-12,No,Jewish Community,"Cambridge, MA","Cambridge, Middlesex County, Massachusetts, United States of America","(42.3750997, -71.1056157)"
166,http://nesn.com/2016/12/giants-fullback-has-home-vandalized-with-swastika-donald-trumps-name/,2016-12-08,Moonachie,NJ,private property,No,Black American Community,"Moonachie, NJ","Moonachie, Bergen County, New Jersey, 07074, United States of America","(40.8412112, -74.0451405)"
167,http://www.nbcnewyork.com/news/local/swastikas-ninth-avenue-hells-kitchen-hate-crime-trump-405363195.html,2016-12-08,New York,NY,public space,No,,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
168,http://www.orlandosentinel.com/features/education/os-swastika-graffiti-lake-brantley-high-school-20161220-story.html,2016-12-09,Altamonte Springs,FL,K-12,No,,"Altamonte Springs, FL","Altamonte Springs, Seminole County, Florida, United States of America","(28.6649055, -81.376268613721)"
169,https://www.ocregister.com/2017/01/09/swastikas-at-mission-viejo-park-unite-multifaith-community/,2016-12-09,Coto de Caza,CA,public space,No,Black American Community,"Coto de Caza, CA","Coto de Caza, Orange County, California, United States of America","(33.6037312, -117.5869581)"
170,http://www.centralmaine.com/2016/12/13/waterville-city-leaders-jewish-congregation-react-strongly-to-painting-of-swastika-on-rock-at-recreation-area/,2016-12-09,Waterville,ME,community center,No,,"Waterville, ME","Waterville, Kennebec County, Maine, United States of America","(44.5520105, -69.6317121)"
171,https://www.ocregister.com/2016/12/11/buena-park-church-vandalized-with-swastikas/,2016-12-10,Buena Park,CA,religious institution,No,Asian American Community,"Buena Park, CA","Buena Park, Orange County, California, United States of America","(33.870413, -117.9962165)"
